X,Y,Name,descriptio,timestamp,begin,end,altitudeMo,tessellate,extrude,visibility,drawOrder,icon,DEPARTAMEN,MUNICIPIO,RED,CODIGO_EST,TIPO,SUB_SEC,NIVEL,INSTITUCIO,AMBITO,ZONA_O_BAR,DIRECCION_,HORARO_DE_,HORARIO,No_CAMAS_E,No_CAMAS_O,No_CAMAS_I,No_CAMAS_U,No_CAMAS_1,No_MEDICO_,No_LIC_ENF,No_AUX_ENF,No_MEDIC_1,No_LIC_E_1,No_AUX_E_1,TOTAL_MEDI,TOTAL_LIC_,TOTAL_AUX_,TOTAL_RR_H,OTROS_RRHH,OTROS_RR_1,TOTAL_RR_1,TELEFONO_E,NOMBRE_DIR,CELULAR_RE,POBLAC_PRO,LATITUD,LONGITUD,layer,path,icon_url
-66.2198,-11.2162862,CANDELARIA,DEPARTAMENTO: BENI      <br>MUNICIPIO: RIBERALTA<br>RED: 07 RIBERALTA<br>CODIGO_ESTABLECIMIENTO: 800036<br>TIPO: PUESTO DE SALUD<br>SUB_SEC: Público<br>NIVEL: 1er NIVEL<br>INSTITUCION: G.A.M.<br>AMBITO: R<br>ZONA_O_BARRIO: COMUNIDAD CANDELARIA<br>DIRECC,,,,,"-1","0","-1",,,BENI,RIBERALTA,07 RIBERALTA,"800036.0",PUESTO DE SALUD,Público,1er NIVEL,G.A.M.,R,COMUNIDAD CANDELARIA,CARRETERA RIBERALTA-SANTA ROSA,8 Hrs.,CONTINUO,"0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","0.0","1.0","0.0","1.0","0.0","0.0","0.0","71066807",LORENA MAZARRO SIVI,,"956732.0","-11.2162862","-66.21980",migra1_1ernivel,D:\SIGDGGH\mapas\migra1_1ernivel.shp,./0.png
-66.03769,-11.028124,ALTO IVON,DEPARTAMENTO: BENI      <br>MUNICIPIO: RIBERALTA<br>RED: 07 RIBERALTA<br>CODIGO_ESTABLECIMIENTO: 800037<br>TIPO: C.S. AMBULATORIO<br>SUB_SEC: Público<br>NIVEL: 1er NIVEL<br>INSTITUCION: G.A.M.<br>AMBITO: R<br>ZONA_O_BARRIO: COMUNIDAD ALTO IVON<br>DIRECC,,,,,"-1","0","-1",,,BENI,RIBERALTA,07 RIBERALTA,"800037.0",C.S. AMBULATORIO,Público,1er NIVEL,G.A.M.,R,COMUNIDAD ALTO IVON,TERRITORIO INDIGENA,8 Hrs.,CONTINUO,"0.0","0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","0.0","1.0","0.0","0.0","0.0",S/T,CARLOS SANTOS IMANARECO ORTIZ,,"956732.0","-11.028124","-66.03769",migra1_1ernivel,D:\SIGDGGH\mapas\migra1_1ernivel.shp,./0.png
-66.05635,-11.064133,LA ESPERANZA,DEPARTAMENTO: BENI      <br>MUNICIPIO: RIBERALTA<br>RED: 07 RIBERALTA<br>CODIGO_ESTABLECIMIENTO: 800038<br>TIPO: C.S. AMBULATORIO<br>SUB_SEC: Público<br>NIVEL: 1er NIVEL<br>INSTITUCION: G.A.M.<br>AMBITO: R<br>ZONA_O_BARRIO: COMUNIDAD LA ESPERANZA<br>DIR,,,,,"-1","0","-1",,,BENI,RIBERALTA,07 RIBERALTA,"800038.0",C.S. AMBULATORIO,Público,1er NIVEL,G.A.M.,R,COMUNIDAD LA ESPERANZA,CARRETERA RIBERALTA-LA PAZ KM 17,8 Hrs.,CONTINUO,"0.0","2.0","0.0","0.0","0.0","1.0","0.0","0.0","1.0","1.0","0.0","2.0","1.0","0.0","3.0","3.0","3.0","6.0","71148524",ROXANA BATTE MACEDA,,"956732.0","-11.064133","-66.05635",migra1_1ernivel,D:\SIGDGGH\mapas\migra1_1ernivel.shp,./0.png
-66.25,-11.3666667,NAZARETH,DEPARTAMENTO: BENI      <br>MUNICIPIO: RIBERALTA<br>RED: 07 RIBERALTA<br>CODIGO_ESTABLECIMIENTO: 800039<br>TIPO: C.S. AMBULATORIO<br>SUB_SEC: Público<br>NIVEL: 1er NIVEL<br>INSTITUCION: G.A.M.<br>AMBITO: R<br>ZONA_O_BARRIO: NAZARET<br>DIRECCION_ESTABLEC,,,,,"-1","0","-1",,,BENI,RIBERALTA,07 RIBERALTA,"800039.0",C.S. AMBULATORIO,Público,1er NIVEL,G.A.M.,R,NAZARET,CARRETERA A  SANTA ROSA,8 Hrs.,CONTINUO,"0.0","1.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","1.0","0.0","0.0","1.0","1.0","2.0","1.0","0.0","1.0",S/T,YESSENIA UVIA KOGA,,"956732.0","-11.3666667","-66.25000",migra1_1ernivel,D:\SIGDGGH\mapas\migra1_1ernivel.shp,./0.png
-66.05803,-11.008355,CONAVI,DEPARTAMENTO: BENI      <br>MUNICIPIO: RIBERALTA<br>RED: 07 RIBERALTA<br>CODIGO_ESTABLECIMIENTO: 800042<br>TIPO: C.S. AMBULATORIO<br>SUB_SEC: Público<br>NIVEL: 1er NIVEL<br>INSTITUCION: G.A.M.<br>AMBITO: U<br>ZONA_O_BARRIO: CONAVI<br>DIRECCION_ESTABLECI,,,,,"-1","0","-1",,,BENI,RIBERALTA,07 RIBERALTA,"800042.0",C.S. AMBULATORIO,Público,1er NIVEL,G.A.M.,U,CONAVI,JUAN CARLOS MENINI,12 Hrs.,CONTINUO,"1.0","1.0","0.0","0.0","0.0","5.0","3.0","4.0","3.0","1.0","2.0","8.0","4.0","6.0","18.0","9.0","5.0","14.0",S/T,VIVIANA CALLE TOMICHA,,"956732.0","-11.008355","-66.05803",migra1_1ernivel,D:\SIGDGGH\mapas\migra1_1ernivel.shp,./0.png
-66.04802,-10.998372,SAN ANDRES,DEPARTAMENTO: BENI      <br>MUNICIPIO: RIBERALTA<br>RED: 07 RIBERALTA<br>CODIGO_ESTABLECIMIENTO: 800043<br>TIPO: C.S. AMBULATORIO<br>SUB_SEC: Público<br>NIVEL: 1er NIVEL<br>INSTITUCION: G.A.M.<br>AMBITO: U<br>ZONA_O_BARRIO: BARRIO CENTENARIO<br>DIRECCIO,,,,,"-1","0","-1",,,BENI,RIBERALTA,07 RIBERALTA,"800043.0",C.S. AMBULATORIO,Público,1er NIVEL,G.A.M.,U,BARRIO CENTENARIO,AV. REYES,8 Hrs.,DISCONTINUO,"0.0","2.0","0.0","0.0","0.0","4.0","0.0","5.0","1.0","2.0","3.0","5.0","2.0","8.0","15.0","5.0","3.0","8.0",S/T,JUAN FERNANDO CRUZ BUENO,,"956732.0","-10.998372","-66.04802",migra1_1ernivel,D:\SIGDGGH\mapas\migra1_1ernivel.shp,./0.png
-66.06532,-10.997236,SAN JOSE,DEPARTAMENTO: BENI      <br>MUNICIPIO: RIBERALTA<br>RED: 07 RIBERALTA<br>CODIGO_ESTABLECIMIENTO: 800044<br>TIPO: C.S. AMBULATORIO<br>SUB_SEC: Público<br>NIVEL: 1er NIVEL<br>INSTITUCION: G.A.M.<br>AMBITO: U<br>ZONA_O_BARRIO: SAN JOSE<br>DIRECCION_ESTABLE,,,,,"-1","0","-1",,,BENI,RIBERALTA,07 RIBERALTA,"800044.0",C.S. AMBULATORIO,Público,1er NIVEL,G.A.M.,U,SAN JOSE,FUERZA NAVAL,8 Hrs.,CONTINUO,"0.0","0.0","0.0","0.0","0.0","3.0","1.0","2.0","0.0","1.0","1.0","3.0","2.0","3.0","8.0","6.0","2.0","8.0",S/T,MARYLIN ALCONZ PAZ,,"956732.0","-10.997236","-66.06532",migra1_1ernivel,D:\SIGDGGH\mapas\migra1_1ernivel.shp,./0.png
-66.06803,-11.009409,PUEBLO NUEVO,DEPARTAMENTO: BENI      <br>MUNICIPIO: RIBERALTA<br>RED: 07 RIBERALTA<br>CODIGO_ESTABLECIMIENTO: 800045<br>TIPO: C.S. CON INTERNACION<br>SUB_SEC: Público<br>NIVEL: 1er NIVEL<br>INSTITUCION: G.A.M.<br>AMBITO: U<br>ZONA_O_BARRIO: PUEBLO NUEVO<br>DIRECCION,,,,,"-1","0","-1",,,BENI,RIBERALTA,07 RIBERALTA,"800045.0",C.S. CON INTERNACION,Público,1er NIVEL,G.A.M.,U,PUEBLO NUEVO,CLAUSSEN,6 Hrs.,CONTINUO,"0.0","0.0","0.0","0.0","0.0","3.0","1.0","5.0","1.0","2.0","0.0","4.0","3.0","5.0","12.0","5.0","3.0","8.0","74760891",EDGAR SUAREZ GONZALES,,"956732.0","-11.009409","-66.06803",migra1_1ernivel,D:\SIGDGGH\mapas\migra1_1ernivel.shp,./0.png
-66.02559,-11.60106,LA UNIDAD,DEPARTAMENTO: BENI      <br>MUNICIPIO: RIBERALTA<br>RED: 07 RIBERALTA<br>CODIGO_ESTABLECIMIENTO: 800046<br>TIPO: C.S. AMBULATORIO<br>SUB_SEC: Público<br>NIVEL: 1er NIVEL<br>INSTITUCION: G.A.M.<br>AMBITO: U<br>ZONA_O_BARRIO: BARRIO VERDOLAGO<br>DIRECCION,,,,,"-1","0","-1",,,BENI,RIBERALTA,07 RIBERALTA,"800046.0",C.S. AMBULATORIO,Público,1er NIVEL,G.A.M.,U,BARRIO VERDOLAGO,AV. MARA / AV. MASARANDUBA,8 Hrs.,CONTINUO,"1.0","0.0","0.0","0.0","0.0","5.0","1.0","5.0","3.0","3.0","3.0","8.0","4.0","8.0","20.0","9.0","7.0","16.0","8522214",WALTER MENDEZ TATEISHI,,"956732.0","-11.60106","-66.02559",migra1_1ernivel,D:\SIGDGGH\mapas\migra1_1ernivel.shp,./0.png
-66.04498,-11.011873,RENE SALAZAR,DEPARTAMENTO: BENI      <br>MUNICIPIO: RIBERALTA<br>RED: 07 RIBERALTA<br>CODIGO_ESTABLECIMIENTO: 800052<br>TIPO: C.S. AMBULATORIO<br>SUB_SEC: Público<br>NIVEL: 1er NIVEL<br>INSTITUCION: G.A.M.<br>AMBITO: U<br>ZONA_O_BARRIO: BARRIO LOS ALMENDROS<br>DIREC,,,,,"-1","0","-1",,,BENI,RIBERALTA,07 RIBERALTA,"800052.0",C.S. AMBULATORIO,Público,1er NIVEL,G.A.M.,U,BARRIO LOS ALMENDROS,CALLE OSCAR RIBERA,6 Hrs.,CONTINUO,"0.0","0.0","0.0","0.0","0.0","3.0","0.0","2.0","1.0","1.0","2.0","4.0","1.0","4.0","9.0","5.0","4.0","9.0",S/T,MAUREN DANITZA CUBA CESPEDES,,"956732.0","-11.011873","-66.04498",migra1_1ernivel,D:\SIGDGGH\mapas\migra1_1ernivel.shp,./0.png
-66.04442,-11.010685,CRISTO REY,DEPARTAMENTO: BENI      <br>MUNICIPIO: RIBERALTA<br>RED: 07 RIBERALTA<br>CODIGO_ESTABLECIMIENTO: 800054<br>TIPO: C.S. AMBULATORIO<br>SUB_SEC: Público<br>NIVEL: 1er NIVEL<br>INSTITUCION: G.A.M.<br>AMBITO: U<br>ZONA_O_BARRIO: BARRIO PERIODISTA FINAL<br>DI,,,,,"-1","0","-1",,,BENI,RIBERALTA,07 RIBERALTA,"800054.0",C.S. AMBULATORIO,Público,1er NIVEL,G.A.M.,U,BARRIO PERIODISTA FINAL,AV. JACARANDA,12 Hrs.,CONTINUO,"0.0","2.0","0.0","0.0","0.0","3.0","1.0","3.0","2.0","2.0","2.0","5.0","3.0","5.0","13.0","5.0","5.0","10.0","8524841",JOSE LUIS GUTIERREZ NUÑEZ,,"956732.0","-11.010685","-66.04442",migra1_1ernivel,D:\SIGDGGH\mapas\migra1_1ernivel.shp,./0.png
-65.83122,-10.976755,SAN JUAN,DEPARTAMENTO: BENI      <br>MUNICIPIO: RIBERALTA<br>RED: 07 RIBERALTA<br>CODIGO_ESTABLECIMIENTO: 800055<br>TIPO: PUESTO DE SALUD<br>SUB_SEC: Público<br>NIVEL: 1er NIVEL<br>INSTITUCION: G.A.M.<br>AMBITO: R<br>ZONA_O_BARRIO: COMUNIDAD SAN JUAN<br>DIRECCIO,,,,,"-1","0","-1",,,BENI,RIBERALTA,07 RIBERALTA,"800055.0",PUESTO DE SALUD,Público,1er NIVEL,G.A.M.,R,COMUNIDAD SAN JUAN,CARRETERA RIBERALTA-CACHUELA ESPERANZA KM 27,8 Hrs.,CONTINUO,"0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","1.0","0.0","0.0","1.0","0.0","1.0","2.0","1.0","0.0","1.0","67939290",JUAN CARLOS APAZA QUISPE,,"956732.0","-10.976755","-65.83122",migra1_1ernivel,D:\SIGDGGH\mapas\migra1_1ernivel.shp,./0.png
-65.93906,-11.1186328,SANTA MARIA,DEPARTAMENTO: BENI      <br>MUNICIPIO: RIBERALTA<br>RED: 07 RIBERALTA<br>CODIGO_ESTABLECIMIENTO: 800056<br>TIPO: C.S. AMBULATORIO<br>SUB_SEC: Público<br>NIVEL: 1er NIVEL<br>INSTITUCION: G.A.M.<br>AMBITO: R<br>ZONA_O_BARRIO: COMUNIDAD SANTA MARIA<br>DIRE,,,,,"-1","0","-1",,,BENI,RIBERALTA,07 RIBERALTA,"800056.0",C.S. AMBULATORIO,Público,1er NIVEL,G.A.M.,R,COMUNIDAD SANTA MARIA,CARRETERA A SANTA FE DE PAMPA KM 27,8 Hrs.,DISCONTINUO,"0.0","0.0","0.0","0.0","0.0","1.0","0.0","1.0","0.0","1.0","0.0","1.0","1.0","1.0","3.0","1.0","0.0","1.0",S/T,OSCAR PEREZ SUAREZ,,"956732.0","-11.1186328","-65.93906",migra1_1ernivel,D:\SIGDGGH\mapas\migra1_1ernivel.shp,./0.png
-66.16392,-11.186987,TUMICHUCUA,DEPARTAMENTO: BENI      <br>MUNICIPIO: RIBERALTA<br>RED: 07 RIBERALTA<br>CODIGO_ESTABLECIMIENTO: 800057<br>TIPO: C.S. AMBULATORIO<br>SUB_SEC: Público<br>NIVEL: 1er NIVEL<br>INSTITUCION: G.A.M.<br>AMBITO: R<br>ZONA_O_BARRIO: COMUNIDAD TUMICHUCUA<br>DIREC,,,,,"-1","0","-1",,,BENI,RIBERALTA,07 RIBERALTA,"800057.0",C.S. AMBULATORIO,Público,1er NIVEL,G.A.M.,R,COMUNIDAD TUMICHUCUA,AVENIDA PRINCIPAL COMUNIDAD TUMICHUCUA,8 Hrs.,CONTINUO,"0.0","1.0","0.0","0.0","0.0","1.0","1.0","0.0","0.0","1.0","0.0","1.0","2.0","0.0","3.0","2.0","2.0","4.0","73966340",ESPERANZA IMANARECO ORTIZ,,"956732.0","-11.186987","-66.16392",migra1_1ernivel,D:\SIGDGGH\mapas\migra1_1ernivel.shp,./0.png
-65.96954,-10.927004,WARNES,DEPARTAMENTO: BENI      <br>MUNICIPIO: RIBERALTA<br>RED: 07 RIBERALTA<br>CODIGO_ESTABLECIMIENTO: 800058<br>TIPO: C.S. AMBULATORIO<br>SUB_SEC: Público<br>NIVEL: 1er NIVEL<br>INSTITUCION: G.A.M.<br>AMBITO: R<br>ZONA_O_BARRIO: COMUNIDAD WARNES<br>DIRECCION,,,,,"-1","0","-1",,,BENI,RIBERALTA,07 RIBERALTA,"800058.0",C.S. AMBULATORIO,Público,1er NIVEL,G.A.M.,R,COMUNIDAD WARNES,CARRETERA RIBERALTA-LOMA ALTA (PANDO),8 Hrs.,CONTINUO,"0.0","0.0","0.0","0.0","0.0","1.0","0.0","1.0","0.0","1.0","0.0","1.0","1.0","1.0","3.0","0.0","1.0","1.0",S/T,ZELIN RODRIGUEZ VACA,,"956732.0","-10.927004","-65.96954",migra1_1ernivel,D:\SIGDGGH\mapas\migra1_1ernivel.shp,./0.png
-65.35538,-11.301345,BARRANCO COLORADO,DEPARTAMENTO: BENI      <br>MUNICIPIO: GUAYARAMERIN<br>RED: 08 GUAYARAMERIN<br>CODIGO_ESTABLECIMIENTO: 800059<br>TIPO: C.S. AMBULATORIO<br>SUB_SEC: Público<br>NIVEL: 1er NIVEL<br>INSTITUCION: G.A.M.<br>AMBITO: U<br>ZONA_O_BARRIO: A ORILLAS DEL MAMORE<br,,,,,"-1","0","-1",,,BENI,GUAYARAMERIN,08 GUAYARAMERIN,"800059.0",C.S. AMBULATORIO,Público,1er NIVEL,G.A.M.,U,A ORILLAS DEL MAMORE,SOBRE EL RIO MAMORE,8 Hrs.,CONTINUO,"0.0","1.0","0.0","0.0","0.0","1.0","0.0","1.0","0.0","0.0","0.0","1.0","0.0","1.0","2.0","0.0","0.0","0.0","72112599",CABRERA ISITA,,"956732.0","-11.301345","-65.35538",migra1_1ernivel,D:\SIGDGGH\mapas\migra1_1ernivel.shp,./0.png
-65.5818,-10.5417,CACHUELA ESPERANZA,DEPARTAMENTO: BENI      <br>MUNICIPIO: GUAYARAMERIN<br>RED: 08 GUAYARAMERIN<br>CODIGO_ESTABLECIMIENTO: 800060<br>TIPO: C.S. CON INTERNACION<br>SUB_SEC: Público<br>NIVEL: 1er NIVEL<br>INSTITUCION: G.A.M.<br>AMBITO: R<br>ZONA_O_BARRIO: CACHUELA ESPERANZA<,,,,,"-1","0","-1",,,BENI,GUAYARAMERIN,08 GUAYARAMERIN,"800060.0",C.S. CON INTERNACION,Público,1er NIVEL,G.A.M.,R,CACHUELA ESPERANZA,AV/COSTANERA ENTRE 9 DE ABRIL Y PASAJE RUBÉN JULIO,6 Hrs.,CONTINUO,"0.0","0.0","1.0","0.0","0.0","2.0","0.0","1.0","0.0","0.0","0.0","2.0","0.0","1.0","3.0","1.0","2.0","3.0",S/T,JUDITH CARPIO EGUEZ,,"956732.0","-10.5417","-65.58180",migra1_1ernivel,D:\SIGDGGH\mapas\migra1_1ernivel.shp,./0.png
-65.35281,-10.80744,SAN GABRIEL,DEPARTAMENTO: BENI      <br>MUNICIPIO: GUAYARAMERIN<br>RED: 08 GUAYARAMERIN<br>CODIGO_ESTABLECIMIENTO: 800063<br>TIPO: C.S. AMBULATORIO<br>SUB_SEC: Público<br>NIVEL: 1er NIVEL<br>INSTITUCION: G.A.M.<br>AMBITO: U<br>ZONA_O_BARRIO: EL CARMEN<br>DIRECCION_,,,,,"-1","0","-1",,,BENI,GUAYARAMERIN,08 GUAYARAMERIN,"800063.0",C.S. AMBULATORIO,Público,1er NIVEL,G.A.M.,U,EL CARMEN,18 DE NOVIEMBRE ESQ. MAMORE,6 Hrs.,CONTINUO,"0.0","0.0","0.0","0.0","0.0","2.0","0.0","2.0","0.0","0.0","0.0","2.0","0.0","2.0","4.0","3.0","6.0","9.0",855-3627,CARLOS ADOLFO DORADO,,"956732.0","-10.80744","-65.35281",migra1_1ernivel,D:\SIGDGGH\mapas\migra1_1ernivel.shp,./0.png
-65.34489,-10.82158,SAN JOAQUIN,DEPARTAMENTO: BENI      <br>MUNICIPIO: GUAYARAMERIN<br>RED: 08 GUAYARAMERIN<br>CODIGO_ESTABLECIMIENTO: 800064<br>TIPO: C.S. AMBULATORIO<br>SUB_SEC: Público<br>NIVEL: 1er NIVEL<br>INSTITUCION: G.A.M.<br>AMBITO: U<br>ZONA_O_BARRIO: BARRIO SAN JOAQUIN<br>D,,,,,"-1","0","-1",,,BENI,GUAYARAMERIN,08 GUAYARAMERIN,"800064.0",C.S. AMBULATORIO,Público,1er NIVEL,G.A.M.,U,BARRIO SAN JOAQUIN,AV. SAN JOAQUIN/ ESQ. PASAJE INDUSTRIAL,6 Hrs.,DISCONTINUO,"0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","1.0","1.0","0.0","1.0","1.0","8554109",SEBASTIAN CONDORI CONDORI,,"956732.0","-10.82158","-65.34489",migra1_1ernivel,D:\SIGDGGH\mapas\migra1_1ernivel.shp,./0.png
-65.36601,-10.82842,SAN ISIDRO,DEPARTAMENTO: BENI      <br>MUNICIPIO: GUAYARAMERIN<br>RED: 08 GUAYARAMERIN<br>CODIGO_ESTABLECIMIENTO: 800065<br>TIPO: C.S. AMBULATORIO<br>SUB_SEC: Público<br>NIVEL: 1er NIVEL<br>INSTITUCION: G.A.M.<br>AMBITO: U<br>ZONA_O_BARRIO: SAN ISIDRO<br>DIRECCION,,,,,"-1","0","-1",,,BENI,GUAYARAMERIN,08 GUAYARAMERIN,"800065.0",C.S. AMBULATORIO,Público,1er NIVEL,G.A.M.,U,SAN ISIDRO,SAN RAMON E/ SAN ISIDRO Y PASAJE TECNICO,6 Hrs.,CONTINUO,"0.0","0.0","0.0","0.0","0.0","2.0","0.0","3.0","0.0","0.0","0.0","2.0","0.0","3.0","5.0","0.0","3.0","3.0",855-3628,TORREZ LABRA,,"956732.0","-10.82842","-65.36601",migra1_1ernivel,D:\SIGDGGH\mapas\migra1_1ernivel.shp,./0.png
-65.3671,-10.8355,1 DE MAYO,DEPARTAMENTO: BENI      <br>MUNICIPIO: GUAYARAMERIN<br>RED: 08 GUAYARAMERIN<br>CODIGO_ESTABLECIMIENTO: 800066<br>TIPO: C.S. AMBULATORIO<br>SUB_SEC: Público<br>NIVEL: 1er NIVEL<br>INSTITUCION: G.A.M.<br>AMBITO: U<br>ZONA_O_BARRIO: 16 DE JULIO<br>DIRECCIO,,,,,"-1","0","-1",,,BENI,GUAYARAMERIN,08 GUAYARAMERIN,"800066.0",C.S. AMBULATORIO,Público,1er NIVEL,G.A.M.,U,16 DE JULIO,AV. 1° DE MAYO  ESQ.REYES,6 Hrs.,CONTINUO,"0.0","0.0","0.0","0.0","0.0","3.0","1.0","1.0","0.0","0.0","1.0","3.0","1.0","2.0","6.0","1.0","2.0","3.0",855-3627,EDWIN HERRERA MELGAR,,"956732.0","-10.8355","-65.36710",migra1_1ernivel,D:\SIGDGGH\mapas\migra1_1ernivel.shp,./0.png
-65.35567,-10.81588,POLICONS. CAJA PETROLERA,DEPARTAMENTO: BENI      <br>MUNICIPIO: GUAYARAMERIN<br>RED: 08 GUAYARAMERIN<br>CODIGO_ESTABLECIMIENTO: 800070<br>TIPO: POLICONSULTORIO<br>SUB_SEC: Seguridad Social (CAJAS)<br>NIVEL: 1er NIVEL<br>INSTITUCION: Caja Petrolera de Salud<br>AMBITO: U<br>ZONA_O,,,,,"-1","0","-1",,,BENI,GUAYARAMERIN,08 GUAYARAMERIN,"800070.0",POLICONSULTORIO,Seguridad Social (CAJAS),1er NIVEL,Caja Petrolera de Salud,U,9 DE ABRIL,OSCAR UNZAGA DE LA VEGA,8 Hrs.,DISCONTINUO,"0.0","0.0","0.0","0.0","0.0","1.0","0.0","1.0","0.0","0.0","0.0","1.0","0.0","1.0","2.0","1.0","1.0","2.0",855-3919,JUAN CARLOS MAMANI QUISPE,,"956732.0","-10.81588","-65.35567",migra1_1ernivel,D:\SIGDGGH\mapas\migra1_1ernivel.shp,./0.png
-65.58021,-10.99078,ROSARIO DEL YATA,DEPARTAMENTO: BENI      <br>MUNICIPIO: GUAYARAMERIN<br>RED: 08 GUAYARAMERIN<br>CODIGO_ESTABLECIMIENTO: 800071<br>TIPO: C.S. CON INTERNACION<br>SUB_SEC: Público<br>NIVEL: 1er NIVEL<br>INSTITUCION: G.A.M.<br>AMBITO: R<br>ZONA_O_BARRIO: OTB. 27 DE ABRIL<br,,,,,"-1","0","-1",,,BENI,GUAYARAMERIN,08 GUAYARAMERIN,"800071.0",C.S. CON INTERNACION,Público,1er NIVEL,G.A.M.,R,OTB. 27 DE ABRIL,CARRETERA A RIBERALTA,6 Hrs.,CONTINUO,"0.0","2.0","2.0","0.0","0.0","2.0","0.0","1.0","0.0","0.0","2.0","2.0","0.0","3.0","5.0","1.0","0.0","1.0",855-3628,VENTURA SOUZA,,"956732.0","-10.99078","-65.58021",migra1_1ernivel,D:\SIGDGGH\mapas\migra1_1ernivel.shp,./0.png
-65.19665,-11.76667,SAN LORENZO - GUAYARA,DEPARTAMENTO: BENI      <br>MUNICIPIO: GUAYARAMERIN<br>RED: 08 GUAYARAMERIN<br>CODIGO_ESTABLECIMIENTO: 800072<br>TIPO: PUESTO DE SALUD<br>SUB_SEC: Público<br>NIVEL: 1er NIVEL<br>INSTITUCION: G.A.M.<br>AMBITO: U<br>ZONA_O_BARRIO: COMUNIDAD  SAN LORENZO<b,,,,,"-1","0","-1",,,BENI,GUAYARAMERIN,08 GUAYARAMERIN,"800072.0",PUESTO DE SALUD,Público,1er NIVEL,G.A.M.,U,COMUNIDAD  SAN LORENZO,COSTANERA,12 Hrs.,DISCONTINUO,"1.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","1.0","1.0","0.0","0.0","0.0","73958563",JOAQUIN CHOMA SUPAYABE,,"956732.0","-11.76667","-65.19665",migra1_1ernivel,D:\SIGDGGH\mapas\migra1_1ernivel.shp,./0.png
-65.4133,-10.8394,SAN MIGUEL,DEPARTAMENTO: BENI      <br>MUNICIPIO: GUAYARAMERIN<br>RED: 08 GUAYARAMERIN<br>CODIGO_ESTABLECIMIENTO: 800073<br>TIPO: PUESTO DE SALUD<br>SUB_SEC: Público<br>NIVEL: 1er NIVEL<br>INSTITUCION: G.A.M.<br>AMBITO: U<br>ZONA_O_BARRIO: SAN MIGUEL<br>DIRECCION_,,,,,"-1","0","-1",,,BENI,GUAYARAMERIN,08 GUAYARAMERIN,"800073.0",PUESTO DE SALUD,Público,1er NIVEL,G.A.M.,U,SAN MIGUEL,CARRETERA A SAN PEDRO,8 Hrs.,CONTINUO,"0.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","1.0","1.0","0.0","0.0","0.0","78653609",JACKELINE OJOPI YABO,,"956732.0","-10.8394","-65.41330",migra1_1ernivel,D:\SIGDGGH\mapas\migra1_1ernivel.shp,./0.png
-65.39015,-10.390646,VILLA BELLA,DEPARTAMENTO: BENI      <br>MUNICIPIO: GUAYARAMERIN<br>RED: 08 GUAYARAMERIN<br>CODIGO_ESTABLECIMIENTO: 800074<br>TIPO: PUESTO DE SALUD<br>SUB_SEC: Público<br>NIVEL: 1er NIVEL<br>INSTITUCION: G.A.M.<br>AMBITO: U<br>ZONA_O_BARRIO: CENTRAL<br>DIRECCION_EST,,,,,"-1","0","-1",,,BENI,GUAYARAMERIN,08 GUAYARAMERIN,"800074.0",PUESTO DE SALUD,Público,1er NIVEL,G.A.M.,U,CENTRAL,CALLE VILLA BELLA,24 Hrs.,CONTINUO,"1.0","0.0","0.0","0.0","0.0","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","1.0","1.0","0.0","0.0","0.0",855-3628,KARINA PAOLA NOZA PEDRAZA,,"956732.0","-10.390646","-65.39015",migra1_1ernivel,D:\SIGDGGH\mapas\migra1_1ernivel.shp,./0.png
-67.338,-14.2977,SAN JUAN DE DIOS,DEPARTAMENTO: BENI      <br>MUNICIPIO: REYES<br>RED: 06 BALLIVIAN<br>CODIGO_ESTABLECIMIENTO: 800075<br>TIPO: C.S. INTEGRAL<br>SUB_SEC: Público<br>NIVEL: 1er NIVEL<br>INSTITUCION: G.A.M.<br>AMBITO: U<br>ZONA_O_BARRIO: ZONA NORTE<br>DIRECCION_ESTABLECIMIE,,,,,"-1","0","-1",,,BENI,REYES,06 BALLIVIAN,"800075.0",C.S. INTEGRAL,Público,1er NIVEL,G.A.M.,U,ZONA NORTE,AV. AMBROSIO GARCIA,24 Hrs.,CONTINUO,"1.0","1.0","11.0","0.0","0.0","10.0","3.0","13.0","0.0","0.0","0.0","10.0","3.0","13.0","26.0","13.0","7.0","20.0",S/T,ANGEL RALDES NOCO,,"956732.0","-14.2977","-67.33800",migra1_1ernivel,D:\SIGDGGH\mapas\migra1_1ernivel.shp,./0.png
